"","Player","Squad","Comp","Age","DOB","TmPos","Nation","player_num","player_foot","player_height_mtrs","player_market_value_euro","Season_End_Year","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast.x","G+A","G_minus_PK","PK","PKatt","CrdY.x","CrdR.x","xG_Expected.x","npxG_Expected.x","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Mins_Per_90.x","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int.x","Tkl+Int","Clr","Err","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Url","PlayerFBref","UrlTmarkt"
"1504","Lewis Ferguson","Bologna","Serie A",24,1999-08-24,"Central Midfield","SCO","19","right","1.81",2.4e+07,2024,31,31,2712,30.1,6,3,9,6,0,0,8,0,5.4,5.4,2.3,7.7,57,142,138,0.2,0.1,0.3,0.2,0.3,0.18,0.08,0.26,0.18,0.26,30.1,6,60,20,33.3,1.99,0.66,0.1,0.3,16,0,0,0,0.09,0.6,0.6,1571,1778,88.4,22609,4517,931,1007,92.5,518,565,91.7,61,85,71.8,2.3,2.7,0.7,32,145,25,3,142,1778,1740,34,16,7,9,11,17,1,0,0,0,1571,4,37,83,2.75,67,2,2,5,6,1,9,0.3,6,0,1,0,2,0,37,21,16,17,4,16,37,43.2,21,25,8,17,17,54,27,1,2043,54,317,1178,561,82,2043,34,14,41.2,15,44.1,1213,5803,2570,57,45,13,22,22,1646,138,87,79.3,31,87,25,0,0,0,1.87,41,24,17,0.56,-0.07,37.6,28.9,8.8,0.29,0,52,72,4,11,21,1,1,0,142,34,40,45.9,"https://fbref.com/en/players/ee64a822/Lewis-Ferguson","Lewis Ferguson","https://www.transfermarkt.com/lewis-ferguson/profil/spieler/428563"
"1505","Lewis Hall","Newcastle Utd","Premier League",19,2004-09-08,"Left-Back","ENG","20","left","1.79",1.8e+07,2024,18,8,781,8.7,1,0,1,1,0,0,2,0,0.3,0.3,0.3,0.6,19,46,27,0.12,0,0.12,0.12,0.12,0.04,0.03,0.07,0.04,0.07,8.7,1,11,4,36.4,1.27,0.46,0.09,0.25,20.8,0,0,0,0.03,0.7,0.7,452,552,81.9,7570,3083,229,248,92.3,186,220,84.5,33,61,54.1,0.3,0.7,-0.3,3,41,3,1,46,552,474,76,11,0,2,23,59,6,6,0,0,452,2,12,20,2.3,14,1,3,1,1,0,3,0.35,3,0,0,0,0,0,28,18,17,10,1,17,28,60.7,11,17,2,15,12,40,22,1,668,35,255,285,137,12,668,18,9,50,7,38.9,343,1783,1035,19,16,5,9,13,400,27,43,22.8,8,82,3,10,13,15,1.44,23,12,11,1.27,0.86,22,12.9,9.2,1.06,0,5,5,0,23,18,0,0,0,56,10,11,47.6,"https://fbref.com/en/players/da011f18/Lewis-Hall","Lewis Hall","https://www.transfermarkt.com/lewis-hall/profil/spieler/670858"
"1506","Lewis Miley","Newcastle Utd","Premier League",18,2006-05-01,"Central Midfield","ENG","67","right","1.89",2.2e+07,2024,17,14,1202,13.4,1,3,4,1,0,0,1,0,1.2,1.2,1.7,2.9,14,53,54,0.07,0.22,0.3,0.07,0.3,0.09,0.13,0.22,0.09,0.22,13.4,1,13,3,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,0.1,-0.2,-0.2,441,535,82.4,6580,1615,255,296,86.1,143,165,86.7,24,40,60,1.7,1.4,1.3,12,26,12,2,53,535,535,0,0,4,2,11,0,0,0,0,0,441,0,13,31,2.32,24,0,2,3,0,2,5,0.37,4,0,0,0,0,1,33,21,6,20,7,15,32,46.9,17,20,3,17,8,41,18,2,674,36,164,305,212,35,674,17,8,47.1,8,47.1,350,1664,654,14,7,6,16,10,435,54,71,35.1,14,80,6,3,29,1,1.18,26,29,-3,-0.22,-1.28,22.5,30.1,-7.6,-0.57,0,5,6,2,11,21,0,0,0,78,11,12,47.8,"https://fbref.com/en/players/2c6835e5/Lewis-Miley","Lewis Miley","https://www.transfermarkt.com/lewis-miley/profil/spieler/922769"
"1507","Lewis O'Brien","Nott'ham Forest","Premier League",25,1998-10-14,"Central Midfield","ENG","-","left","1.73",5e+06,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/089667a5/Lewis-OBrien","Lewis O'Brien","https://www.transfermarkt.com/lewis-obrien/profil/spieler/560694"
"1508","Liam Henderson","Empoli","Serie A",28,1996-04-25,"Central Midfield","SCO","-","right","1.83",1400000,2024,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,40,40,0,1,2,50,1,1,100,0,2,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,5,0,0,0,0,0,3,24,1,0,0,0,0,0,3,0,5,0.1,0,0,0,1,5,0,0,0,0,0,0,0.66,0,0.1,-0.1,-1.71,0,0,0,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d7918b13/Liam-Henderson","Liam Henderson","https://www.transfermarkt.com/liam-henderson/profil/spieler/193867"
"1509","Liberato Cacace","Empoli","Serie A",23,2000-09-27,"Left-Back","NZL","13","left","1.83",2e+06,2024,31,18,1912,21.2,0,1,1,0,0,0,6,0,0.4,0.4,1.7,2.1,34,84,55,0,0.05,0.05,0,0.05,0.02,0.08,0.1,0.02,0.1,21.2,0,13,2,15.4,0.61,0.09,0,0,24.6,0,0,0,0.03,-0.4,-0.4,832,1110,75,14084,5589,427,475,89.9,321,403,79.7,75,186,40.3,1.7,1.4,-0.7,21,67,13,5,84,1110,848,256,27,2,3,68,205,24,2,18,0,832,6,26,42,1.97,26,12,2,2,0,0,2,0.09,2,0,0,0,0,0,40,24,24,13,3,24,38,63.2,14,23,6,17,19,59,56,0,1341,74,442,614,306,17,1341,53,23,43.4,26,49.1,690,3935,2109,34,29,4,23,20,703,55,62,55.9,18,84,11,13,31,6,1.1,22,30,-8,-0.38,0.64,24.6,28.3,-3.8,-0.18,0,30,18,1,68,24,0,0,0,119,17,22,43.6,"https://fbref.com/en/players/dd86e8e4/Liberato-Cacace","Liberato Cacace","https://www.transfermarkt.com/liberato-cacace/profil/spieler/469211"
"1510","Lilian Brassier","Brest","Ligue 1",24,1999-11-02,"Centre-Back","FRA","3","left","1.86",1.2e+07,2024,30,30,2677,29.7,3,0,3,3,0,0,11,1,1.1,1.1,0.6,1.6,20,121,5,0.1,0,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,29.7,3,12,3,25,0.4,0.1,0.25,1,16.3,0,0,0,0.09,1.9,1.9,1503,1810,83,33730,12106,362,400,90.5,835,915,91.3,289,464,62.3,0.6,0.9,-0.6,6,114,8,3,121,1810,1755,54,53,2,20,5,1,0,0,0,0,1503,1,10,18,0.61,14,0,1,0,1,2,2,0.07,1,0,0,0,1,0,31,18,18,13,0,12,24,50,12,28,21,7,41,72,93,0,2062,254,1054,966,56,21,2062,16,12,75,4,25,1582,10262,5302,20,12,2,15,2,1431,5,89,87.5,30,89,28,0,0,0,1.9,49,29,20,0.67,0.91,43.5,33.7,9.8,0.33,1,34,23,1,5,18,0,1,0,180,55,35,61.1,"https://fbref.com/en/players/5b146df3/Lilian-Brassier","Lilian Brassier","https://www.transfermarkt.com/lilian-brassier/profil/spieler/485960"
"1511","Lilian Egloff","Stuttgart","Bundesliga",21,2002-08-20,"Attacking Midfield","GER","25","right","1.82",8e+05,2024,5,1,106,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,2,2,2,0,0,0,0,0,0.15,0,0.15,0.15,0.15,1.2,0,3,0,0,2.55,0,0,0,19.4,0,0,0,0.06,-0.2,-0.2,32,41,78,481,131,16,17,94.1,11,15,73.3,2,4,50,0,0,0,0,2,0,0,2,41,40,1,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,2,4,50,2,3,1,2,1,5,0,0,56,2,20,22,14,1,56,2,0,0,1,50,27,182,69,2,3,0,0,1,32,2,21,3.5,1,69,0,4,9,7,1.2,2,4,-2,-1.7,-2.95,3.9,1.6,2.3,1.95,0,2,2,0,0,1,0,0,0,8,0,0,0,"https://fbref.com/en/players/2f7fec15/Lilian-Egloff","Lilian Egloff","https://www.transfermarkt.com/lilian-egloff/profil/spieler/472243"
"1512","Linton Maina","Köln","Bundesliga",25,1999-06-23,"Right Winger","GER","37","right","1.8",3e+06,2024,31,21,1901,21.1,1,3,4,1,0,0,4,0,1.9,1.9,3.1,5,109,61,169,0.05,0.14,0.19,0.05,0.19,0.09,0.15,0.24,0.09,0.24,21.1,1,33,11,33.3,1.56,0.52,0.03,0.09,19.8,0,0,0,0.06,-0.9,-0.9,484,661,73.2,6983,1773,295,343,86,161,209,77,21,46,45.7,3.1,3.3,-0.1,20,28,16,5,61,661,613,47,3,0,1,74,40,3,1,1,0,484,1,43,58,2.75,44,1,3,3,6,1,5,0.24,4,0,0,0,1,0,18,15,11,5,2,9,28,32.1,19,12,1,11,6,24,12,0,846,14,110,334,429,82,846,57,22,38.6,31,54.4,599,5140,2671,109,64,47,38,27,607,169,61,62.1,21,75,5,10,32,0,0.87,18,35,-17,-0.8,0.36,25.6,41.5,-15.8,-0.75,0,10,17,5,74,15,0,0,0,92,0,14,0,"https://fbref.com/en/players/e5d85da8/Linton-Maina","Linton Maina","https://www.transfermarkt.com/linton-maina/profil/spieler/335103"
"1513","Lisandro Martínez","Manchester Utd","Premier League",26,1998-01-18,"Centre-Back","ARG","6","left","1.75",4.5e+07,2024,11,8,646,7.2,0,1,1,0,0,0,3,0,0,0,0.1,0.1,8,28,1,0,0.14,0.14,0,0.14,0,0.01,0.01,0,0.01,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,446,92.2,6870,2103,186,192,96.9,192,202,95,26,41,63.4,0.1,0.1,0.9,3,29,1,0,28,446,414,30,10,1,1,2,0,0,0,0,0,411,2,1,7,0.98,6,0,0,0,0,1,1,0.14,1,0,0,0,0,0,12,8,8,4,0,5,12,41.7,7,10,8,2,5,17,26,0,510,75,234,259,18,2,510,4,2,50,1,25,338,1775,1062,8,3,0,1,3,351,1,59,18.9,8,74,2,3,19,0,1.82,12,12,0,0,0.03,11,11.5,-0.5,-0.07,0,6,3,0,2,8,0,0,1,33,4,5,44.4,"https://fbref.com/en/players/bac46a10/Lisandro-Martinez","Lisandro Martínez","https://www.transfermarkt.com/lisandro-martinez/profil/spieler/480762"
"1514","Lloyd Kelly","Bournemouth","Premier League",25,1998-10-06,"Centre-Back","ENG","5","left","1.89",1.8e+07,2024,23,17,1559,17.3,0,1,1,0,0,0,2,0,0.3,0.3,1.2,1.6,15,56,28,0,0.06,0.06,0,0.06,0.02,0.07,0.09,0.02,0.09,17.3,0,4,1,25,0.23,0.06,0,0,8.6,0,0,0,0.08,-0.3,-0.3,673,906,74.3,13526,4407,234,277,84.5,341,400,85.3,90,191,47.1,1.2,0.8,-0.2,9,76,7,4,56,906,771,129,22,1,10,21,107,0,0,0,0,673,6,19,29,1.67,24,2,1,0,1,1,3,0.17,3,0,0,0,0,0,24,19,10,9,5,14,25,56,11,22,12,10,13,37,67,0,1065,127,432,484,156,11,1065,4,2,50,0,0,540,2680,1451,15,10,2,20,6,572,28,68,45.6,17,83,12,6,25,0,1.13,22,32,-10,-0.58,-0.43,24.4,25,-0.6,-0.03,0,17,13,0,21,19,0,1,0,121,28,18,60.9,"https://fbref.com/en/players/f31def1e/Lloyd-Kelly","Lloyd Kelly","https://www.transfermarkt.com/lloyd-kelly/profil/spieler/480116"
"1515","Logan Costa","Toulouse","Ligue 1",23,2001-04-01,"Centre-Back","CPV","6","right","1.9",1.2e+07,2024,31,29,2650,29.4,1,1,2,1,0,0,6,0,1.4,1.4,0.6,2,19,145,14,0.03,0.03,0.07,0.03,0.07,0.05,0.02,0.07,0.05,0.07,29.4,1,14,4,28.6,0.48,0.14,0.07,0.25,14.2,0,0,0,0.1,-0.4,-0.4,1491,1784,83.6,29121,12198,511,559,91.4,768,868,88.5,181,302,59.9,0.6,0.7,0.4,6,129,6,2,145,1784,1676,106,52,0,14,12,19,0,0,0,0,1491,2,14,21,0.71,21,0,0,0,0,0,2,0.07,2,0,0,0,0,0,40,24,31,9,0,15,24,62.5,9,42,27,15,23,63,120,1,2059,298,932,1001,138,30,2059,10,6,60,4,40,1455,7829,3931,19,30,2,18,3,1360,14,85,86.6,29,89,28,2,32,0,1.19,37,37,0,0,0.88,35,41,-6,-0.2,0,38,10,1,12,24,0,0,0,158,64,37,63.4,"https://fbref.com/en/players/bfb2056e/Logan-Costa","Logan Costa","https://www.transfermarkt.com/logan-costa/profil/spieler/484988"
"1516","Lorenz Assignon","Burnley & Rennes","Premier League & Ligue 1",24,2000-06-22,"Right-Back","TOG","20 & 22","right","1.81",1e+07,2024,29,27,2245,24.9,2,3,5,2,0,0,9,1,0.8,0.8,4.4,5.2,66,85,124,0.16,0.24,0.4,0.16,0.4,0.07,0.35,0.42,0.07,0.42,24.9,2,20,8,80.8,1.64,0.65,0.2,0.5,45,0,0,0,0.08,1.2,1.2,868,1085,158.6,14111,4398,402,461,174.1,399,478,165.4,44,78,104.6,4.4,2.9,-1.4,33,48,22,10,85,1085,869,213,16,0,1,51,197,0,0,0,0,868,3,31,61,5.06,45,6,5,0,3,2,8,0.68,5,0,2,0,1,0,59,29,30,21,8,23,51,89.4,28,31,11,20,28,87,70,2,1382,72,368,593,444,51,1382,55,23,84.1,30,109.6,772,4616,2443,66,35,19,40,18,734,124,154,69.1,27,164,18,2,16,2,1.87,29,44,-15,-1.08,-0.47,33,42.3,-9.4,-0.66,1,55,31,2,51,29,1,2,0,134,24,34,82.6,"https://fbref.com/en/players/b026bbf6/Lorenz-Assignon","Lorenz Assignon","https://www.transfermarkt.com/lorenz-assignon/profil/spieler/711969"
"1517","Lorenzo Amatucci","Fiorentina","Serie A",20,2004-02-05,"Defensive Midfield","ITA","73","right","1.72",1e+06,2024,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,0.2,0,1,0,0,4.09,0,0,0,29.5,0,0,0,0.01,0,0,22,25,88,449,101,6,7,85.7,14,14,100,2,2,100,0,0.1,0,0,3,0,0,2,25,25,0,0,0,1,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,15,10,1,26,0,0,0,0,0,13,52,17,1,0,0,0,0,17,1,11,0.6,0,0,0,2,11,15,1.5,0,0,0,0,-0.4,0.2,0.1,0.1,0.42,0,1,0,0,0,0,0,0,0,3,1,1,50,"https://fbref.com/en/players/13b9e2fb/Lorenzo-Amatucci","Lorenzo Amatucci","https://www.transfermarkt.com/lorenzo-amatucci/profil/spieler/707450"
"1518","Lorenzo Colombo","Monza & Milan","Serie A",22,2002-03-08,"Centre-Forward","ITA","9","left","1.83",6e+06,2024,25,16,1359,15.1,4,1,5,4,0,0,3,0,3.6,3.6,0.6,4.2,16,24,75,0.26,0.07,0.33,0.26,0.33,0.24,0.04,0.28,0.24,0.28,15.1,4,37,10,27,2.45,0.66,0.11,0.4,17.2,0,0,0,0.1,0.4,0.4,185,263,70.3,2711,593,104,139,74.8,48,66,72.7,16,22,72.7,0.6,0.5,0.4,8,10,3,0,24,263,252,11,1,0,4,2,2,0,0,0,0,185,0,7,28,1.85,19,0,4,3,2,0,6,0.4,4,0,2,0,0,0,17,12,3,9,5,8,14,57.1,6,18,5,13,0,17,14,0,451,18,32,239,186,65,451,23,12,52.2,11,47.8,287,1275,464,16,9,13,64,29,348,75,54,39.7,16,70,3,9,26,13,1.24,16,15,1,0.07,0.63,15.9,18.4,-2.5,-0.17,0,25,24,6,2,12,0,0,0,35,19,64,22.9,"https://fbref.com/en/players/04df29a5/Lorenzo-Colombo","Lorenzo Colombo","https://www.transfermarkt.com/lorenzo-colombo/profil/spieler/487843"
"1519","Lorenzo De Silvestri","Bologna","Serie A",36,1988-05-23,"Right-Back","ITA","29","right","1.87",4e+05,2024,15,7,674,7.5,2,0,2,2,0,0,0,0,0.2,0.2,0,0.2,14,27,12,0.27,0,0.27,0.27,0.27,0.03,0,0.03,0.03,0.03,7.5,2,4,2,50,0.53,0.27,0.5,1,17.8,0,0,0,0.05,1.8,1.8,373,432,86.3,5791,1916,181,195,92.8,168,189,88.9,14,29,48.3,0,0.1,0,0,20,1,1,27,432,365,66,16,0,1,9,50,0,0,0,0,373,1,7,4,0.53,4,0,0,0,0,0,1,0.13,1,0,0,0,0,0,10,8,5,2,3,4,7,57.1,3,9,4,5,6,16,27,0,499,32,202,226,75,2,499,0,0,0,0,0,256,1526,732,14,4,0,4,1,320,12,45,19.7,7,70,0,8,23,20,1.87,11,7,4,0.53,-0.06,8.1,9.7,-1.6,-0.22,0,3,6,0,9,8,0,0,0,21,9,5,64.3,"https://fbref.com/en/players/e74f0e59/Lorenzo-De-Silvestri","Lorenzo De Silvestri","https://www.transfermarkt.com/lorenzo-de-silvestri/profil/spieler/33571"
"1520","Lorenzo Lucca","Udinese","Serie A",23,2000-09-10,"Centre-Forward","ITA","17","right","2.01",1.2e+07,2024,37,30,2592,28.8,8,4,12,8,0,0,6,0,7.8,7.8,1.6,9.4,10,18,118,0.28,0.14,0.42,0.28,0.42,0.27,0.06,0.33,0.27,0.33,28.8,8,61,25,41,2.12,0.87,0.13,0.32,12.9,1,0,0,0.13,0.2,0.2,271,454,59.7,3830,448,139,220,63.2,93,149,62.4,15,21,71.4,1.6,0.6,2.4,20,14,5,0,18,454,432,18,0,0,3,8,2,0,0,0,0,271,4,15,46,1.6,29,0,1,9,6,1,4,0.14,3,0,0,1,0,0,19,11,4,11,4,5,20,25,15,18,3,15,3,22,36,1,772,41,91,377,313,93,772,33,12,36.4,20,60.6,436,1829,459,10,16,5,85,48,598,118,70,75.8,30,80,13,7,26,0,1,28,38,-10,-0.35,0.3,29.9,35.4,-5.5,-0.19,0,52,54,21,8,11,0,0,0,71,95,93,50.5,"https://fbref.com/en/players/83c06f3a/Lorenzo-Lucca","Lorenzo Lucca","https://www.transfermarkt.com/lorenzo-lucca/profil/spieler/572265"
"1521","Lorenzo Montipò","Hellas Verona","Serie A",28,1996-02-20,"Goalkeeper","ITA","1","right","1.91",3500000,2024,37,37,3330,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,1272,61.6,28541,23677,96,97,99,285,297,96,401,870,46.1,0,0.2,1,1,49,1,0,0,1272,833,432,127,0,2,0,0,0,0,0,0,783,7,0,8,0.22,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,25,2,1385,1055,1375,9,1,1,1385,0,0,0,0,0,689,3602,1933,0,0,0,2,0,599,0,90,97.4,37,90,37,0,0,0,1,36,49,-13,-0.35,-0.35,36.3,46.4,-10.1,-0.27,0,0,3,0,0,1,0,0,0,49,5,1,83.3,"https://fbref.com/en/players/c1d95617/Lorenzo-Montipo","Lorenzo Montipò","https://www.transfermarkt.com/lorenzo-montipo/profil/spieler/241923"
"1522","Lorenzo Pellegrini","Roma","Serie A",28,1996-06-19,"Attacking Midfield","ITA","7","right","1.86",2.5e+07,2024,29,20,1859,20.7,8,3,11,7,1,1,7,0,4.8,4,2.4,6.4,43,94,97,0.39,0.15,0.53,0.34,0.48,0.23,0.12,0.35,0.19,0.31,20.7,8,46,19,41.3,2.23,0.92,0.15,0.37,19.8,5,1,1,0.09,3.2,3,665,850,78.2,10532,2994,347,388,89.4,247,293,84.3,47,108,43.5,2.4,3.2,0.6,36,66,22,5,94,850,779,70,27,9,3,76,2,40,19,17,0,665,1,16,69,3.34,40,17,3,4,4,1,9,0.44,4,1,1,1,2,0,35,20,14,16,5,17,51,33.3,34,28,5,23,20,55,22,0,1090,23,161,581,364,49,1089,38,19,50,16,42.1,645,4091,1797,43,36,5,42,20,772,97,64,54.4,20,79,7,9,30,2,1.62,38,28,10,0.48,-0.03,28.3,22.2,6.1,0.3,0,26,35,3,76,20,1,0,0,97,12,17,41.4,"https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini","Lorenzo Pellegrini","https://www.transfermarkt.com/lorenzo-pellegrini/profil/spieler/286297"
"1523","Lorenzo Pirola","Salernitana","Serie A",22,2002-02-20,"Centre-Back","ITA","98","left","1.85",5500000,2024,27,24,1987,22.1,1,0,1,1,0,0,4,0,0.9,0.9,0,0.9,13,57,7,0.05,0,0.05,0.05,0.05,0.04,0,0.04,0.04,0.04,22.1,1,15,4,26.7,0.68,0.18,0.07,0.25,13.8,0,0,0,0.06,0.1,0.1,868,1040,83.5,14823,5563,381,417,91.4,416,470,88.5,52,113,46,0,0.1,0,1,33,1,0,57,1040,980,59,36,0,3,2,10,0,0,0,0,868,1,12,9,0.41,5,0,0,1,1,2,0,0,0,0,0,0,0,0,39,23,25,14,0,15,28,53.6,13,46,30,16,25,64,93,1,1280,198,664,567,53,21,1280,6,0,0,4,66.7,644,2936,1499,13,7,0,5,5,786,7,74,58.1,24,79,16,3,27,1,0.44,17,49,-32,-1.45,-0.38,18.5,42.3,-23.8,-1.08,0,33,16,1,2,23,0,2,0,81,58,35,62.4,"https://fbref.com/en/players/caec77da/Lorenzo-Pirola","Lorenzo Pirola","https://www.transfermarkt.com/lorenzo-pirola/profil/spieler/487834"
"1524","Lorenzo Venuti","Lecce","Serie A",29,1995-04-12,"Right-Back","ITA","12","right","1.79",1200000,2024,14,3,364,4,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7,16,15,0,0,0,0,0,0.02,0.07,0.1,0.02,0.1,4,0,3,1,33.3,0.74,0.25,0,0,25.9,0,0,0,0.03,-0.1,-0.1,174,219,79.5,3279,1045,72,78,92.3,77,91,84.6,24,43,55.8,0.3,0.3,-0.3,4,17,2,2,16,219,176,43,5,0,1,10,38,0,0,0,0,174,0,6,8,1.98,7,0,0,1,0,0,0,0,0,0,0,0,0,0,6,4,5,1,0,6,10,60,4,4,3,1,5,11,14,0,248,18,81,132,38,2,248,3,2,66.7,0,0,123,630,344,7,6,1,1,0,144,15,26,10.6,3,74,1,11,13,23,0.93,2,12,-10,-2.47,-2.12,4.6,6.9,-2.3,-0.56,0,5,1,0,10,4,0,1,0,21,2,3,40,"https://fbref.com/en/players/983ff2c7/Lorenzo-Venuti","Lorenzo Venuti","https://www.transfermarkt.com/lorenzo-venuti/profil/spieler/240219"
"1525","Loris Karius","Newcastle Utd","Premier League",31,1993-06-22,"Goalkeeper","GER","18","right","1.91",1e+06,2024,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,56.8,507,279,4,4,100,14,14,100,3,18,16.7,0,0,0,0,0,0,0,0,37,24,12,3,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,34,41,0,0,0,41,0,0,0,0,0,17,57,25,0,0,0,0,0,15,0,90,2.6,1,90,1,0,0,21,0,1,4,-3,-3,-3.7,0.2,2.8,-2.7,-2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/32e7ce92/Loris-Karius","Loris Karius","https://www.transfermarkt.com/loris-karius/profil/spieler/85864"
